facility_code,facility_name,facility_shortname,address_1,address_2,district,state,postcode,sector,type,latitude,longitude
21-13040199,KLINIK KESIHATAN SPAOH,KKSPH,"KAMPUNG SPAOH, BETONG",,SAMARAHAN,SARAWAK,95600,GOVERNMENT,KLINIK KESIHATAN,1.453404,111.481332
21-13040226,KLINIK KESIHATAN TUIE,KKTUIE,"KAMPUNG TUIE, PUSA, SARIBAS",,SAMARAHAN,SARAWAK,95500,GOVERNMENT,KLINIK KESIHATAN,1.54011,111.34764
21-13040264,KLINIK KESIHATAN IBU DAN ANAK BETONG,KKIABTG,"D/A PEG. KESIHATAN BAHAGIAN, BAHAGIAN BETONG",,SAMARAHAN,SARAWAK,95700,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,1.40297,111.53872
21-13040397,KLINIK KOMUNITI BETONG NEW TOWNSHIP,K1MBNT,"NEW TOWNSHIP SUBLOT 36 (SURVEY LOT NO.2094), BANDAR BARU BETONG (FASA 3), JALAN BETONG, BETONG",,SAMARAHAN,SARAWAK,95700,GOVERNMENT,KLINIK KOMUNITI,1.402245,111.535309
21-13040324,KLINIK PERGIGIAN BETONG,KPBTOG,"KM 8, JALAN BETONG/SRI AMAN, 95700 BETONG",,SAMARAHAN,SARAWAK,95700,GOVERNMENT,KLINIK PERGIGIAN,1.37435,111.573522
21-13040654,KLINIK PERGIGIAN RTC MID LAYAR,,"PUSAT TRANSFORMASI LUAR BANDAR BETONG, JLN. ENGKELILI",,SAMARAHAN,SARAWAK,95600,GOVERNMENT,KLINIK PERGIGIAN DI RTC,,
21-13040595,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ST. AUGUSTINE",KPSKSTAG,JALAN DATUK BASIR TEMENGGONG,,SAMARAHAN,SARAWAK,95700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.408114,111.525575
21-13040541,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ABG. ABD. KADIR",KPSKAAK,KPG PERINTAH GEDONG,,SAMARAHAN,SARAWAK,94700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.24239,110.689999
21-13040553,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. BELADIN",KPSKBEL,KAMPONG HILIR BELADIN,,SAMARAHAN,SARAWAK,94950,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.638204,111.20293
21-13040535,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ABANG ABDUL KADIR",KPSKAAKB,"JALAN DATUK PATINGGI UDIN, KAMPONG MELAYU HILIR",,SAMARAHAN,SARAWAK,95700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.414408,111.527161
21-13040591,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SPAOH",KPSKSPO,JALAN MESJID LAMA,,SAMARAHAN,SARAWAK,94600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.454407,111.478967
21-13040588,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. PUSA",KPSKPUSA,"JALAN KLINIK KESIHATAN LAMA, KAMPONG HULU",,SAMARAHAN,SARAWAK,94950,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.615253,111.29725
31-13041150,WELLNESS HUB KOTA SAMARAHAN,,"WELLNESS HUB SADONG JAYA, KLINIK KESIHATAN SADONG JAYA, 94600 ASAJAYA, SAMARAHAN SARAWAK",,SAMARAHAN,SARAWAK,96400,GOVERNMENT,LAIN-LAIN,,
91-13040002,PEJABAT KESIHATAN BAHAGIAN BETONG,PKBBTG,"BAHAGIAN BETONG, KM 2 JALAN BETONG",,SAMARAHAN,SARAWAK,95700,GOVERNMENT,PEJABAT KESIHATAN BAHAGIAN,1.40297,111.53872
91-13040287,PEJABAT KESIHATAN DAERAH BETONG,PKDBTG,"BAHAGIAN BETONG, KM 2 JALAN BETONG",,SAMARAHAN,SARAWAK,95700,GOVERNMENT,PEJABAT KESIHATAN DAERAH,1.40297,111.53872
91-13040320,PEJABAT PERGIGIAN BAHAGIAN BETONG,,"TINGKAT 3, WISMA PERSEKUTUAN, JALAN TANJUNG ASSAM",,SAMARAHAN,SARAWAK,95700,GOVERNMENT,PEJABAT PERGIGIAN BAHAGIAN,,
11-13100024,HOSPITAL KAPIT,,JALAN MEMORA,,SARATOK,SARAWAK,96800,GOVERNMENT,HOSPITAL,2.0141,112.94297
21-13100081,KLINIK KESIHATAN KAPIT,KKKPT,"JALAN BLETEH, KAPIT",,SARATOK,SARAWAK,96800,GOVERNMENT,KLINIK KESIHATAN,2.01164,112.92896
21-13100132,KLINIK KESIHATAN NANGA BENA,KKNB,"JALAN SUNGAI BENA, RUMAH PANJANG",,SARATOK,SARAWAK,96800,GOVERNMENT,KLINIK KESIHATAN,1.98176,113.1057
21-13100139,KLINIK KESIHATAN NANGA IBAU,KKNI,"KAMPUNG NANGA IBAU, SUNGAI BATANG RAJANG",,SARATOK,SARAWAK,96800,GOVERNMENT,KLINIK KESIHATAN,2.011244,112.705028
21-13100081D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KAPIT,,"JALAN BLETEH, 96800, KAPIT (PEN. PEG. PERUBATAN Y/M, JALAN HOSPITAL, KAPIT)",,SARATOK,SARAWAK,96800,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-13100615,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. KAPIT",KPSMKKP,JALAN MAMORA,,SARATOK,SARAWAK,96800,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,2.013844,112.946456
21-13100531,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA HOCK LAM",KPSJKHL,JALAN PEMANCHA LAU CHEN ENG,,SARATOK,SARAWAK,96800,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,2.016787,112.938624
91-13100004,PEJABAT KESIHATAN BAHAGIAN KAPIT,PKBKPT,"BAHAGIAN KAPIT, TKT 3 WISMA PERSEKUTUAN, JALAN AIRPORT",,SARATOK,SARAWAK,96800,GOVERNMENT,PEJABAT KESIHATAN BAHAGIAN,2.01518,112.94033
91-13100291,PEJABAT KESIHATAN DAERAH KAPIT,PKDKPT,"BAHAGIAN KAPIT, TKT 3 WISMA PERSEKUTUAN",,SARATOK,SARAWAK,96800,GOVERNMENT,PEJABAT KESIHATAN DAERAH,2.01518,112.94033
91-13100316,PEJABAT PERGIGIAN BAHAGIAN KAPIT,,"TINGKAT BAWAH, BANGUNAN WISMA PERSEKUTUAN",,SARATOK,SARAWAK,96800,GOVERNMENT,PEJABAT PERGIGIAN BAHAGIAN,,
11-13110037,HOSPITAL RAJAH CHARLES BROOKE MEMORIAL,,"BT 13, JALAN PUNCAK BORNEO, KOTA PADAWAN",,SARIKEI,SARAWAK,93250,GOVERNMENT,HOSPITAL,1.388962,110.320908
11-13110375,"PUSAT KUARANTIN DAN RAWATAN COVID-19 BERISIKO RENDAH SMK TABUAN JAYA, KUCHING",,"SMK TABUAN JAYA, KUCHING",,SARIKEI,SARAWAK,93350,GOVERNMENT,HOSPITAL,,
11-13110038,HOSPITAL SENTOSA,,"KOTA SENTOSA, BATU 7, JALAN PENRISSEN",,SARIKEI,SARAWAK,93250,GOVERNMENT,INSTITUSI KHAS,1.463741,110.328892
21-13110242,KLINIK DESA BENGOH,KDBGH,"D/A PEG. KESIHATAN BAHAGIAN, BAHAGIAN KUCHING, JALAN TUAN AHMAD ZAIDI ADRUCE, KUCHING",,SARIKEI,SARAWAK,93150,GOVERNMENT,KLINIK DESA,1.2475,110.25694
21-13110250,KLINIK KESIHATAN MUARA TEBAS,KDMTBS,"JALAN MUARA TEBAS, OFF JALAN BAKO",,SARIKEI,SARAWAK,93100,GOVERNMENT,KLINIK DESA,1.64711,110.48432
21-13110067,KLINIK KESIHATAN BUNTAL,KKBTL,JALAN TENGAH,,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK KESIHATAN,1.70172,110.37032
21-10020031,KLINIK KESIHATAN BERANANG,,"JALAN SEREMBAN, BERANANG",,HULU LANGAT,SELANGOR,43700,GOVERNMENT,KLINIK KESIHATAN,2.887998,101.871355
21-13110398,KLINIK KESIHATAN UTC KUCHING,K1MUTCKCH,"ARAS 2, UTC SARAWAK, JALAN BUKIT MATA",,SARIKEI,SARAWAK,93100,GOVERNMENT,KLINIK KESIHATAN,1.556613,110.352695
21-13110050,KLINIK KESIHATAN BATU KAWA,KKBKW,"JALAN ENG SING, OFF JALAN STAPOK, BATU KAWA",,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK KESIHATAN,1.51102,110.27061
21-13110209,KLINIK KESIHATAN TANAH PUTEH,KKTPTH,"TANAH PUTEH, JALAN PENDING",,SARIKEI,SARAWAK,93450,GOVERNMENT,KLINIK KESIHATAN,1.551387,110.380385
21-13110068,KLINIK KESIHATAN BUNUK,KKBNK,KLINIK JALAN PUNCAK BORNEO,,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK KESIHATAN,1.316243,110.286048
21-13110388,KLINIK KESIHATAN BRAANG BAYOR,KKBBYR,KM 20 JALAN PUNCAK BORNEO,,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK KESIHATAN,1.248527,110.290592
21-13110129,KLINIK KESIHATAN JALAN MASJID,KKJMJD,JALAN MASJID,,SARIKEI,SARAWAK,93400,GOVERNMENT,KLINIK KESIHATAN,1.557219,110.342823
21-13110044,KLINIK KESIHATAN BAKO,KKBAKO,"JALAN BAKO, KAMPUNG BAKO",,SARIKEI,SARAWAK,93150,GOVERNMENT,KLINIK KESIHATAN,1.65902,110.43789
21-13110220,KLINIK KESIHATAN TG.EMBANG,KKTEB,KAMPUNG TANJUNG EMBANG,,SARIKEI,SARAWAK,93150,GOVERNMENT,KLINIK KESIHATAN,1.536026,110.336573
21-13110389,KLINIK KESIHATAN PETRA JAYA,KKPTJY,"LOT 8196,8197,8200,8201 DAN 3218 SECT.018,K.T.L.D., JALAN SIOL KANAN, PETRA JAYA",,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK KESIHATAN,1.590998,110.339957
21-13110165,KLINIK KESIHATAN PADAWAN,KKPWN,JALAN PUNCAK BORNEO,,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK KESIHATAN,1.1626,110.25954
21-13110218,KLINIK KESIHATAN TELAGA AIR,KKTAIR,"JALAN MATANG, KAMPUNG TELAGA AIR",,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK KESIHATAN,1.67426,110.20859
21-13110084,KLINIK KESIHATAN KOTA SENTOSA,KKKSTS,"KOTA SENTOSA, JALAN STAKAN",,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK KESIHATAN,1.46426,110.3338
21-13110181,KLINIK KESIHATAN SANTUBONG,KKSTBG,JALAN SULTAN TENGAH,,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK KESIHATAN,1.718688,110.315037
21-13110243,KLINIK KESIHATAN IBU DAN ANAK BINTAWA,KKIABTW,"D/A PEG. KESIHATAN BAHAGIAN, BAHAGIAN KUCHING, JALAN TUAN AHMAD ZAIDI ADRUCE",,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,1.558059,110.376179
21-13110268,KLINIK KESIHATAN IBU DAN ANAK JAWA,KKIAJW,"D/A PEG. KESIHATAN BAHAGIAN, BAHAGIAN KUCHING, JALAN TUN AHMAD ZAIDI ADRUCE, KUCHING",,SARIKEI,SARAWAK,93400,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,1.560588,110.314552
21-13110281,KLINIK KESIHATAN IBU DAN ANAK JALAN SEKAMA,KKIAJS,"JALAN SEKAMA, KUCHING",,SARIKEI,SARAWAK,93300,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,1.544988,110.36262
21-13110278,KLINIK KESIHATAN IBU DAN ANAK RCBM,KKIARCBM,"KM13, JALAN PUNCAK BORNEO",,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,1.389034,110.322481
21-13110364,KLINIK KESIHATAN IBU DAN ANAK BATU KAWA,KKIABKW,"JALAN ENSING, KUCHING, JALAN BATU KAWA BAZAAR",,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,1.510478,110.270299
21-13110272,KLINIK KESIHATAN IBU DAN ANAK KOTA PADAWAN,KKIAKPW,"BATU 10, JALAN PUNCAK BORNEO",,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,1.422229,110.32898
21-13110265,KLINIK KESIHATAN IBU DAN ANAK GITA,KKIAGITA,"JALAN SEMARAK, KG. PINANG JAWA, BATU 2 1/2",,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,1.562204,110.311554
21-13110648,KLINIK KOMUNITI BATU KAWA,K1MBKW,"LOT 2938 (GROUND FLOOR), JALAN TONDONG / BATU KAWA, 38, BATU KAWA COMMERCIAL CENTRE",,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK KOMUNITI,1.507326,110.267688
21-13110366,KLINIK 1MALAYSIA BINTAWA,K1MBTW,"LOT 1921, SECTION 66, KUCHING TOWNLAND,, DISTRICT PENDING INDUSTRIAL ESTATE",,SARIKEI,SARAWAK,93450,GOVERNMENT,KLINIK KOMUNITI,1.569283,110.386145
21-13110356,KLINIK KOMUNITI MATANG JAYA,K1MMJY,"LOT 9746, SEKSYEN 65 KTLD, TAMAN LEE LING, JALAN MATANG",,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK KOMUNITI,1.57261,110.30147
21-13110360,KLINIK KOMUNITI PADAWAN,K1MPDW,"SUB LOT 1, LOT 482, BLOK 71, BATU 10",,SARIKEI,SARAWAK,93150,GOVERNMENT,KLINIK KOMUNITI,1.45058,110.325568
21-13110373,KLINIK KOMUNITI TABUAN,K1MTBN,"SUBLOT 11E & 11F, LOT 9291, BLOK 11, MLTD, JALAN SETIA RAJA KUCHING, TABUAN",,SARIKEI,SARAWAK,93450,GOVERNMENT,KLINIK KOMUNITI,1.53442,110.38943
21-13110377,KLINIK KOMUNITI DEMAK LAUT,K1MDLT,"RUANG PEJABAT BAWAH SUBLOT 6 & SUBLOT 7 (BLOK F), DEMAK LAUT COMMERCIAL CENTER, JALAN BAKO",,SARIKEI,SARAWAK,93150,GOVERNMENT,KLINIK KOMUNITI,1.58759,110.41812
21-13110402,KLINIK KOMUNITI STUTONG,K1MSTG,"NO. 256/257, BLOCK II MTLD, STUTONG AFFORDABLE SOCIAL HOUSING SCHEME, LRG. 2, JLN. STAMPIN BARU",,SARIKEI,SARAWAK,93350,GOVERNMENT,KLINIK KOMUNITI,1.500276,110.380137
11-13110018D,KLINIK PERGIGIAN DI HOSPITAL UMUM SARAWAK,,JALAN TUN AHMAD ZAIDI ADRUCE,,SARIKEI,SARAWAK,93586,GOVERNMENT,KLINIK PERGIGIAN DI HOSPITAL,,
21-13110050D,KLINIK PERGIGIAN DI KLINIK KESIHATAN BATU KAWA,,"JALAN ENG SING, OFF JALAN STAPOK, BATU KAWA 93250 KUCHING",,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-13110389D,KLINIK PERGIGIAN DI KLINIK KESIHATAN PETRA JAYA,,"LOT 8196,8197,8200,8201 DAN 3218 SECT.018,K.T.L.D.,","JALAN SIOL KANAN,PETRA JAYA,KUCHING,SARAWAK",SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-13110129D,KLINIK PERGIGIAN DI KLINIK KESIHATAN JALAN MASJID,,"JALAN MASJID, 93400 KUCHING",,SARIKEI,SARAWAK,93400,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-13110084D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KOTA SENTOSA,,"KOTA SENTOSA, JALAN STAKAN 93250 KUCHING",,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-13110209D,KLINIK PERGIGIAN DI KLINIK KESIHATAN TANAH PUTEH,,"TANAH PUTEH, JALAN PENDING, KUCHING (PEGAWAI PERUBATAN Y/M, KK TANAH PUTEH, JLN PENDING, KUCHING)",,SARIKEI,SARAWAK,93450,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-13110268D,KLINIK PERGIGIAN DI KLINIK KESIHATAN IBU DAN ANAK JAWA,,"JALAN P.RAMLEE, 93400 KUCHING (D/A PEJABAT KESIHATAN BAHAGIAN KUCHING, JALAN TUN AHMAD ZAIDI ADRUCE, KUCHING)",,SARIKEI,SARAWAK,93400,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN IBU DAN ANAK,,
21-13110398D,KLINIK PERGIGIAN DI KLINIK KESIHATAN UTC KUCHING,,"ARAS 2, UTC SARAWAK, JALAN BUKIT MATA, KUCHING",,SARIKEI,SARAWAK,93100,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN UTC,,
21-13110527,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA TAPAH",KPSJKTP,"BT.23 1/2, JALAN KUCHING-SERIAN",,SARIKEI,SARAWAK,94200,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.296255,110.412649
21-13110545,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ASTANA",KPSKA,"JALAN BAKO, PETRA JAYA",,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.580435,110.359657
21-13110633,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA CHUNG HUA 10 MILE",KPSJKCHM,"KOTA PEDAWAN, JALAN PENRISSEN",,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.424561,110.325464
21-13110521,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA SG. APONG",KPSJKSA,JALAN SG. APONG,,SARIKEI,SARAWAK,93450,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.544374,110.382989
21-13110589,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SONG KHENG HAI RC",KPSKSKH,JALAN SONG THIAN CHEOK,,SARIKEI,SARAWAK,93100,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.55517,110.354225
21-13110551,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. BATU LINTANG",KPSKBLI,JALAN COLLEGE,,SARIKEI,SARAWAK,93200,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.5328,110.346525
21-13110565,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. KAMPUNG GERSIK",KPSKKGR,JALAN ASTANA PETRA JAYA,,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.561388,110.353781
21-13110499,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA CHUNG HUA NO.3",KPSJKCHIII,JALAN PADUNGAN,,SARIKEI,SARAWAK,93100,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.551823,110.362052
21-13110579,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ONG TIANG SWEE RD.",KPSKJOTS,JALAN ONG TIANG SWEE,,SARIKEI,SARAWAK,93200,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.526808,110.344555
21-13110602,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ST. THOMAS",KPSKSTTH,JALAN RESERVOIR,,SARIKEI,SARAWAK,93000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.554436,110.345251
21-13110574,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. MAJOR GENERAL DATUK IBRAHIM",KPSKMGDI,KEM SEMENGGO,,SARIKEI,SARAWAK,93677,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.472516,110.339505
21-13110488,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB CHUNG HUA PENDING",KPSJKCP,JALAN KWONG LEE BANK,,SARIKEI,SARAWAK,93450,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.553026,110.381185
21-13110604,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. STAPOK",KPSKSTK,JALAN BATU KAWA,,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.512834,110.290106
21-13110557,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. COMBINED",KPSKCOM,JALAN EASTERN PARK,,SARIKEI,SARAWAK,93150,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.548598,110.323632
21-13110485,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ST. MARY",KPSKSTMR,LEBUH WAYANG,,SARIKEI,SARAWAK,93000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.555726,110.347624
21-13110568,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. KENYALANG",KPSKKY,JALAN DATUK BANDAR,,SARIKEI,SARAWAK,93300,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.537419,110.366375
21-13110504,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA CHUNG HUA SIBURAN",KPSJKCHSK,"BT.29, JALAN KUCHING-SERIAN",,SARIKEI,SARAWAK,94200,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.362731,110.405406
21-13110490,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA BINTAWA",KPSJKBW,KPG. NELAYAN BINTAWA,,SARIKEI,SARAWAK,93450,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.570167,110.382386
21-13110533,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CHUNG HUA NO.2",KPSJKCHII,JALAN PADUNGAN,,SARIKEI,SARAWAK,93100,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.5519,110.3617
21-13110522,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA ST. PAUL",KPSJKSTPK,JALAN GREEN,,SARIKEI,SARAWAK,93150,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.537072,110.338631
21-13110534,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA CHUNG HUA NO.5",KPSJKCHV,JALAN CHAWAN,,SARIKEI,SARAWAK,93300,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.5433,110.3616
21-13110627,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. SRI MATANG",KPSMKSO,"BT. 13, JALAN MATANG",,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.582097,110.235273
21-13110489,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JENIS KEB. BERATOK",KPSJKBR,"BT.21, JALAN KUCHING-SERIAN",,SARIKEI,SARAWAK,94200,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.312232,110.40766
21-13110630,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. ST. MARY",KPSMKSTMK,JALAN MCDOUGAL,,SARIKEI,SARAWAK,93000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.556015,110.34721
21-13110601,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ST. THERESA",KPSKSTTR,JALAN TUN ABG. HJ. OPENG,,SARIKEI,SARAWAK,93300,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.55192,110.36021
21-13110605,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. TABUAN",KPSKTBJM,JALAN SETIA RAJA,,SARIKEI,SARAWAK,93450,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.534553,110.391867
21-13110520,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA SAM HAP HIN @ CATHOLIC",KPSJKSHHC,"BATU 7 KOTA SENTOSA, JALAN PENRISSEN",,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.471657,110.330324
21-13110560,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ENCIK BUYONG",KPSKEB,"JLN ASTANA, PETRA JAYA",,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.570725,110.341282
21-13110500,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA CHUNG HUA NO.4",KPSJKCHIV,JALAN NANAS,,SARIKEI,SARAWAK,93400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.54931,110.334551
21-13110567,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. KAMPUNG PULO",KPSKKPU,KPG. SEMARANG PETRA JAYA,,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.560776,110.365022
21-13110566,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. KAMPUNG GITA",KPSKKGI,"JALAN SEMARAK, PETRA JAYA",,SARIKEI,SARAWAK,93050,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.563829,110.3188
21-13110572,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. LUMBA KUDA",KPSKLKU,JALAN TAN SRI DATO WILLIAM TAN,,SARIKEI,SARAWAK,93450,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.548849,110.361036
21-13110532,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JENIS. KEB. CHUNG HUA",KPSJKCH,"BATU 4 1/2, JALAN DATO AMAR KALONG NINGKAN",,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,3.1847,101.6989
21-13110563,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. HAJI BAKI",KPSKHB,JALAN HAJI BAKI,,SARIKEI,SARAWAK,93250,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.474202,110.322793
21-13110498,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA CHUNG HUA NO.1",KPSJKCHI,JALAN TABUAN,,SARIKEI,SARAWAK,93100,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.551792,110.347756
21-13110562,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. GREEN ROAD",KPSKGR,"LEBUH CLOUD ESTATE, JALAN GREEN",,SARIKEI,SARAWAK,93150,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.542146,110.334842
21-13110576,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. MERPATI JEPANG",KPSKMJ,JALAN PATINGGI ALI,,SARIKEI,SARAWAK,93400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.563176,110.33181
21-13110631,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. ST. THERESA",KPSMKSTTK,TUN ABG. HAJI OPENG,,SARIKEI,SARAWAK,93000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.551495,110.341858
21-13110629,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. ST. JOSEPH",KPSMKSTJK,"P.O BOX 1055, TUN ABG. HAJI OPENG",,SARIKEI,SARAWAK,93000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.551557,110.341407
